1.275	 & 0.025 & 	0.484375	 & 0.015625	 & 0.673891	 & 0.0197419	 & 0.0433512 \\ 
4.625	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0896334	 & 0.0111881	 & 0.00872867 \\ 
4.625	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0893049	 & 0.0120864	 & 0.00869668 \\ 
4.625	 & 0.025 & 	0.765625	 & 0.015625	 & 0.119344	 & 0.0181586	 & 0.0116219 \\ 
4.625	 & 0.025 & 	0.796875	 & 0.015625	 & 0.147914	 & 0.0325833	 & 0.0144042 \\ 
4.625	 & 0.025 & 	0.828125	 & 0.015625	 & 0.144812	 & 0.0431363	 & 0.014102 \\ 
4.625	 & 0.025 & 	0.859375	 & 0.015625	 & 0.129423	 & 0.0759737	 & 0.0126035 \\ 
4.675	 & 0.025 & 	-0.859375	 & 0.046875	 & 0.00702801	 & 0.00702801	 & 0.000688394 \\ 
4.675	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00265184	 & 0.0020809	 & 0.000259748 \\ 
4.675	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00548408	 & 0.00204619	 & 0.000537166 \\ 
4.675	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00171104	 & 0.000802161	 & 0.000167596 \\ 
4.675	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00142428	 & 0.00064881	 & 0.000139509 \\ 
4.675	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.0018463	 & 0.000624725	 & 0.000180845 \\ 
4.675	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00140183	 & 0.000507386	 & 0.00013731 \\ 
4.675	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00104548	 & 0.000431481	 & 0.000102405 \\ 
4.675	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000729296	 & 0.000286308	 & 7.14346e-05 \\ 
4.675	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.000403107	 & 0.000285058	 & 3.94843e-05 \\ 
4.675	 & 0.025 & 	0.015625	 & 0.015625	 & 0.00054378	 & 0.000384688	 & 5.32633e-05 \\ 
4.675	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00112088	 & 0.000579073	 & 0.00010979 \\ 
4.675	 & 0.025 & 	0.078125	 & 0.015625	 & 0.000366104	 & 0.000366104	 & 3.58599e-05 \\ 
4.675	 & 0.025 & 	0.109375	 & 0.015625	 & 0.000911701	 & 0.000593285	 & 8.93012e-05 \\ 
4.675	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00171704	 & 0.000787143	 & 0.000168184 \\ 
4.675	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000829178	 & 0.000489582	 & 8.1218e-05 \\ 
4.675	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00042824	 & 0.00042824	 & 4.19462e-05 \\ 
4.675	 & 0.025 & 	0.234375	 & 0.015625	 & 0.00081417	 & 0.000577214	 & 7.9748e-05 \\ 
4.675	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00102763	 & 0.000739239	 & 0.000100656 \\ 
4.675	 & 0.025 & 	0.390625	 & 0.015625	 & 0.000388092	 & 0.00036261	 & 3.80137e-05 \\ 
4.675	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00191136	 & 0.0011071	 & 0.000187218 \\ 
4.675	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0054829	 & 0.00174828	 & 0.000537051 \\ 
4.675	 & 0.025 & 	0.484375	 & 0.015625	 & 0.0111164	 & 0.00276478	 & 0.00108885 \\ 
4.675	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0150398	 & 0.00328741	 & 0.00147315 \\ 
4.675	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0160469	 & 0.0030108	 & 0.00157179 \\ 
4.675	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0270709	 & 0.00424306	 & 0.00265159 \\ 
4.675	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0436178	 & 0.00602343	 & 0.00427237 \\ 
4.675	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0805088	 & 0.00907947	 & 0.00788584 \\ 
4.675	 & 0.025 & 	0.671875	 & 0.015625	 & 0.103998	 & 0.0110373	 & 0.0101866 \\ 
4.675	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0828885	 & 0.0105476	 & 0.00811893 \\ 
4.675	 & 0.025 & 	0.734375	 & 0.015625	 & 0.141461	 & 0.0164596	 & 0.0138561 \\ 
4.675	 & 0.025 & 	0.765625	 & 0.015625	 & 0.100952	 & 0.0159501	 & 0.00988829 \\ 
4.675	 & 0.025 & 	0.796875	 & 0.015625	 & 0.125099	 & 0.0294113	 & 0.0122534 \\ 
4.675	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0675258	 & 0.03879	 & 0.00661416 \\ 
4.675	 & 0.025 & 	0.859375	 & 0.015625	 & 0.0325219	 & 0.0325219	 & 0.00318552 \\ 
4.725	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00170997	 & 0.00126056	 & 0.000168465 \\ 
4.725	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.0042911	 & 0.0019829	 & 0.000422757 \\ 
4.725	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00601269	 & 0.00161551	 & 0.000592368 \\ 
4.725	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00256441	 & 0.000973814	 & 0.000252645 \\ 
4.725	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00246396	 & 0.00078951	 & 0.000242749 \\ 
4.725	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00114197	 & 0.000468369	 & 0.000112507 \\ 
4.725	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00106993	 & 0.000409118	 & 0.000105409 \\ 
4.725	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000228681	 & 0.000142	 & 2.25296e-05 \\ 
4.725	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.000836699	 & 0.000379202	 & 8.24313e-05 \\ 
4.725	 & 0.025 & 	0.015625	 & 0.015625	 & 0.000645094	 & 0.000459353	 & 6.35544e-05 \\ 
4.725	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000917925	 & 0.000536324	 & 9.04337e-05 \\ 
4.725	 & 0.025 & 	0.109375	 & 0.015625	 & 0.000727766	 & 0.000515006	 & 7.16993e-05 \\ 
4.725	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00161696	 & 0.000682704	 & 0.000159302 \\ 
4.725	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00153053	 & 0.000772462	 & 0.000150787 \\ 
4.725	 & 0.025 & 	0.203125	 & 0.015625	 & 0.00100269	 & 0.000709556	 & 9.87849e-05 \\ 
4.725	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000810707	 & 0.000577223	 & 7.98705e-05 \\ 
4.725	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000319107	 & 0.000319107	 & 3.14383e-05 \\ 
4.725	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00102655	 & 0.000635047	 & 0.000101136 \\ 
4.725	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00117674	 & 0.000722575	 & 0.000115932 \\ 
4.725	 & 0.025 & 	0.390625	 & 0.015625	 & 0.000720131	 & 0.000455304	 & 7.09471e-05 \\ 
4.725	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00347612	 & 0.00142993	 & 0.000342466 \\ 
4.725	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00648322	 & 0.00205733	 & 0.000638725 \\ 
4.725	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00869109	 & 0.00242632	 & 0.000856243 \\ 
4.725	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0155423	 & 0.00320838	 & 0.00153122 \\ 
4.725	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0180919	 & 0.00337449	 & 0.00178241 \\ 
4.725	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0227967	 & 0.0038065	 & 0.00224592 \\ 
4.725	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0346958	 & 0.00515908	 & 0.00341821 \\ 
4.725	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0660607	 & 0.00806146	 & 0.00650827 \\ 
4.725	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0897915	 & 0.0100697	 & 0.00884622 \\ 
4.725	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0894225	 & 0.0110989	 & 0.00880987 \\ 
4.725	 & 0.025 & 	0.734375	 & 0.015625	 & 0.124911	 & 0.0153866	 & 0.0123062 \\ 
4.725	 & 0.025 & 	0.765625	 & 0.015625	 & 0.114589	 & 0.0176329	 & 0.0112893 \\ 
4.725	 & 0.025 & 	0.796875	 & 0.015625	 & 0.135768	 & 0.0301987	 & 0.0133758 \\ 
4.725	 & 0.025 & 	0.828125	 & 0.015625	 & 0.0456247	 & 0.0223204	 & 0.00449493 \\ 
4.725	 & 0.025 & 	0.859375	 & 0.015625	 & 0.17598	 & 0.117755	 & 0.0173375 \\ 
4.775	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00336739	 & 0.00336739	 & 0.000333677 \\ 
4.775	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00342294	 & 0.00176179	 & 0.000339181 \\ 
4.775	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00446643	 & 0.00158845	 & 0.000442581 \\ 
4.775	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00200367	 & 0.000909214	 & 0.000198544 \\ 
4.775	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00157959	 & 0.000803938	 & 0.000156522 \\ 
4.775	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00110807	 & 0.000516351	 & 0.000109799 \\ 
4.775	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.000998542	 & 0.000463963	 & 9.89461e-05 \\ 
4.775	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00118826	 & 0.000439429	 & 0.000117745 \\ 
4.775	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.000843706	 & 0.000389527	 & 8.36034e-05 \\ 
4.775	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00160834	 & 0.00082851	 & 0.000159371 \\ 
4.775	 & 0.025 & 	0.078125	 & 0.015625	 & 0.000288859	 & 0.000288859	 & 2.86232e-05 \\ 
4.775	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00102078	 & 0.000728921	 & 0.00010115 \\ 
4.775	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000832409	 & 0.00050403	 & 8.24839e-05 \\ 
4.775	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00127327	 & 0.000739247	 & 0.000126169 \\ 
4.775	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000602803	 & 0.000602803	 & 5.97321e-05 \\ 
4.775	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000456488	 & 0.000456488	 & 4.52336e-05 \\ 
4.775	 & 0.025 & 	0.296875	 & 0.015625	 & 0.00151553	 & 0.000902883	 & 0.000150175 \\ 
4.775	 & 0.025 & 	0.328125	 & 0.015625	 & 0.000318673	 & 0.000318673	 & 3.15775e-05 \\ 
4.775	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00102209	 & 0.000684537	 & 0.00010128 \\ 
4.775	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00180835	 & 0.00127871	 & 0.000179191 \\ 
4.775	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00718002	 & 0.00242527	 & 0.000711472 \\ 
4.775	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00963612	 & 0.00301835	 & 0.000954849 \\ 
4.775	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0141162	 & 0.00357578	 & 0.00139878 \\ 
4.775	 & 0.025 & 	0.546875	 & 0.015625	 & 0.022081	 & 0.00452066	 & 0.00218802 \\ 
4.775	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0257539	 & 0.00488865	 & 0.00255197 \\ 
4.775	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0279098	 & 0.00533634	 & 0.0027656 \\ 
4.775	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0670485	 & 0.00958751	 & 0.00664388 \\ 
4.775	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0986284	 & 0.0121865	 & 0.00977315 \\ 
4.775	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0871364	 & 0.0134627	 & 0.0086344 \\ 
4.775	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0916904	 & 0.0144558	 & 0.00908566 \\ 
4.775	 & 0.025 & 	0.765625	 & 0.015625	 & 0.137988	 & 0.0221303	 & 0.0136733 \\ 
4.775	 & 0.025 & 	0.796875	 & 0.015625	 & 0.114793	 & 0.0338232	 & 0.0113749 \\ 
4.775	 & 0.025 & 	0.828125	 & 0.015625	 & 0.103947	 & 0.0486197	 & 0.0103002 \\ 
4.775	 & 0.025 & 	0.859375	 & 0.015625	 & 0.506723	 & 0.411792	 & 0.0502115 \\ 
4.825	 & 0.025 & 	-0.859375	 & 0.046875	 & 0.00458963	 & 0.00458963	 & 0.000457415 \\ 
4.825	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00170321	 & 0.0012782	 & 0.000169746 \\ 
4.825	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00674014	 & 0.00186154	 & 0.000671741 \\ 
4.825	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.0010432	 & 0.000618703	 & 0.000103969 \\ 
4.825	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.000836525	 & 0.000488687	 & 8.33705e-05 \\ 
4.825	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00181616	 & 0.000587387	 & 0.000181004 \\ 
4.825	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.000525052	 & 0.00028215	 & 5.23282e-05 \\ 
4.825	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000506022	 & 0.000254296	 & 5.04316e-05 \\ 
4.825	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.00116297	 & 0.00044431	 & 0.000115905 \\ 
4.825	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000463402	 & 0.000327679	 & 4.6184e-05 \\ 
4.825	 & 0.025 & 	0.109375	 & 0.015625	 & 0.00208318	 & 0.000856797	 & 0.000207616 \\ 
4.825	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00106216	 & 0.000592439	 & 0.000105858 \\ 
4.825	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00126119	 & 0.000738417	 & 0.000125694 \\ 
4.825	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000789088	 & 0.000567247	 & 7.86427e-05 \\ 
4.825	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000393732	 & 0.000393732	 & 3.92405e-05 \\ 
4.825	 & 0.025 & 	0.265625	 & 0.015625	 & 0.00111276	 & 0.000789573	 & 0.000110901 \\ 
4.825	 & 0.025 & 	0.328125	 & 0.015625	 & 0.000794462	 & 0.000582482	 & 7.91783e-05 \\ 
4.825	 & 0.025 & 	0.359375	 & 0.015625	 & 0.00122539	 & 0.000729265	 & 0.000122125 \\ 
4.825	 & 0.025 & 	0.390625	 & 0.015625	 & 0.000180093	 & 0.000180093	 & 1.79486e-05 \\ 
4.825	 & 0.025 & 	0.421875	 & 0.015625	 & 0.0013752	 & 0.000940563	 & 0.000137057 \\ 
4.825	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00350448	 & 0.00157898	 & 0.000349266 \\ 
4.825	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00720397	 & 0.00229965	 & 0.000717968 \\ 
4.825	 & 0.025 & 	0.515625	 & 0.015625	 & 0.0145471	 & 0.0033907	 & 0.00144981 \\ 
4.825	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0289755	 & 0.00456247	 & 0.00288778 \\ 
4.825	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0303909	 & 0.00489469	 & 0.00302884 \\ 
4.825	 & 0.025 & 	0.609375	 & 0.015625	 & 0.034545	 & 0.00515728	 & 0.00344286 \\ 
4.825	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0810514	 & 0.00949449	 & 0.00807782 \\ 
4.825	 & 0.025 & 	0.671875	 & 0.015625	 & 0.090083	 & 0.0108923	 & 0.00897793 \\ 
4.825	 & 0.025 & 	0.703125	 & 0.015625	 & 0.122429	 & 0.0141927	 & 0.0122016 \\ 
4.825	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0843346	 & 0.0132045	 & 0.00840503 \\ 
4.825	 & 0.025 & 	0.765625	 & 0.015625	 & 0.1225	 & 0.0202109	 & 0.0122087 \\ 
4.825	 & 0.025 & 	0.796875	 & 0.015625	 & 0.129839	 & 0.0283573	 & 0.0129401 \\ 
4.825	 & 0.025 & 	0.828125	 & 0.015625	 & 0.163197	 & 0.0570993	 & 0.0162647 \\ 
4.875	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00868432	 & 0.00504866	 & 0.000870486 \\ 
4.875	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00263358	 & 0.00133898	 & 0.000263981 \\ 
4.875	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00254561	 & 0.000947474	 & 0.000255163 \\ 
4.875	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00160325	 & 0.000659751	 & 0.000160704 \\ 
4.875	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00206973	 & 0.000699766	 & 0.000207463 \\ 
4.875	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00076472	 & 0.000382803	 & 7.66528e-05 \\ 
4.875	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.000970676	 & 0.000401071	 & 9.72971e-05 \\ 
4.875	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.00103166	 & 0.000371293	 & 0.00010341 \\ 
4.875	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.000262332	 & 0.00019127	 & 2.62952e-05 \\ 
4.875	 & 0.025 & 	0.015625	 & 0.015625	 & 0.000425426	 & 0.000323645	 & 4.26432e-05 \\ 
4.875	 & 0.025 & 	0.046875	 & 0.015625	 & 0.00153968	 & 0.000717651	 & 0.000154332 \\ 
4.875	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00189909	 & 0.000792281	 & 0.000190358 \\ 
4.875	 & 0.025 & 	0.109375	 & 0.015625	 & 0.000748707	 & 0.000549715	 & 7.50477e-05 \\ 
4.875	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000521284	 & 0.000373308	 & 5.22517e-05 \\ 
4.875	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000567232	 & 0.000401237	 & 5.68573e-05 \\ 
4.875	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000445692	 & 0.000445692	 & 4.46746e-05 \\ 
4.875	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000794581	 & 0.000569099	 & 7.9646e-05 \\ 
4.875	 & 0.025 & 	0.265625	 & 0.015625	 & 0.000733345	 & 0.000523814	 & 7.35079e-05 \\ 
4.875	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000378853	 & 0.000378853	 & 3.79749e-05 \\ 
4.875	 & 0.025 & 	0.328125	 & 0.015625	 & 0.00122103	 & 0.000708031	 & 0.000122391 \\ 
4.875	 & 0.025 & 	0.359375	 & 0.015625	 & 0.000365117	 & 0.000365117	 & 3.65981e-05 \\ 
4.875	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00111144	 & 0.000655067	 & 0.000111406 \\ 
4.875	 & 0.025 & 	0.453125	 & 0.015625	 & 0.00293421	 & 0.0014092	 & 0.000294115 \\ 
4.875	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00671898	 & 0.00221545	 & 0.000673486 \\ 
4.875	 & 0.025 & 	0.515625	 & 0.015625	 & 0.00785231	 & 0.00231318	 & 0.000787088 \\ 
4.875	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0149952	 & 0.00312313	 & 0.00150306 \\ 
4.875	 & 0.025 & 	0.578125	 & 0.015625	 & 0.021749	 & 0.00368879	 & 0.00218004 \\ 
4.875	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0241525	 & 0.00425137	 & 0.00242096 \\ 
4.875	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0544038	 & 0.00718895	 & 0.00545325 \\ 
4.875	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0678509	 & 0.00889449	 & 0.00680114 \\ 
4.875	 & 0.025 & 	0.703125	 & 0.015625	 & 0.109202	 & 0.0132644	 & 0.010946 \\ 
4.875	 & 0.025 & 	0.734375	 & 0.015625	 & 0.0851225	 & 0.0119686	 & 0.00853238 \\ 
4.875	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0960303	 & 0.0160951	 & 0.00962574 \\ 
4.875	 & 0.025 & 	0.796875	 & 0.015625	 & 0.131021	 & 0.0267694	 & 0.0131331 \\ 
4.875	 & 0.025 & 	0.828125	 & 0.015625	 & 0.136626	 & 0.0517902	 & 0.0136949 \\ 
4.925	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.000637217	 & 0.000637217	 & 6.42387e-05 \\ 
4.925	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00182015	 & 0.00105909	 & 0.000183491 \\ 
4.925	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00318801	 & 0.00102179	 & 0.000321387 \\ 
4.925	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.00192879	 & 0.000687113	 & 0.000194443 \\ 
4.925	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.00117929	 & 0.000490027	 & 0.000118885 \\ 
4.925	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00105855	 & 0.000405166	 & 0.000106713 \\ 
4.925	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00047142	 & 0.000277583	 & 4.75244e-05 \\ 
4.925	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000328085	 & 0.000189708	 & 3.30747e-05 \\ 
4.925	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.0004514	 & 0.000262504	 & 4.55062e-05 \\ 
4.925	 & 0.025 & 	0.015625	 & 0.015625	 & 0.000474968	 & 0.000395967	 & 4.78821e-05 \\ 
4.925	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000538505	 & 0.000381225	 & 5.42874e-05 \\ 
4.925	 & 0.025 & 	0.109375	 & 0.015625	 & 0.000155716	 & 0.000155716	 & 1.56979e-05 \\ 
4.925	 & 0.025 & 	0.140625	 & 0.015625	 & 0.00075903	 & 0.000445354	 & 7.65188e-05 \\ 
4.925	 & 0.025 & 	0.171875	 & 0.015625	 & 0.000917094	 & 0.000532869	 & 9.24535e-05 \\ 
4.925	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000368414	 & 0.000284101	 & 3.71403e-05 \\ 
4.925	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000806926	 & 0.000571058	 & 8.13473e-05 \\ 
4.925	 & 0.025 & 	0.328125	 & 0.015625	 & 0.000391624	 & 0.000391624	 & 3.94801e-05 \\ 
4.925	 & 0.025 & 	0.390625	 & 0.015625	 & 0.00094828	 & 0.000621511	 & 9.55974e-05 \\ 
4.925	 & 0.025 & 	0.421875	 & 0.015625	 & 0.000498972	 & 0.000475539	 & 5.0302e-05 \\ 
4.925	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0021674	 & 0.00110292	 & 0.000218498 \\ 
4.925	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00554771	 & 0.00185792	 & 0.000559272 \\ 
4.925	 & 0.025 & 	0.515625	 & 0.015625	 & 0.00883319	 & 0.00223342	 & 0.000890486 \\ 
4.925	 & 0.025 & 	0.546875	 & 0.015625	 & 0.0100395	 & 0.00243654	 & 0.0010121 \\ 
4.925	 & 0.025 & 	0.578125	 & 0.015625	 & 0.0220155	 & 0.00353909	 & 0.00221941 \\ 
4.925	 & 0.025 & 	0.609375	 & 0.015625	 & 0.0192464	 & 0.00327896	 & 0.00194026 \\ 
4.925	 & 0.025 & 	0.640625	 & 0.015625	 & 0.0523457	 & 0.00675547	 & 0.00527704 \\ 
4.925	 & 0.025 & 	0.671875	 & 0.015625	 & 0.0867744	 & 0.00985449	 & 0.00874784 \\ 
4.925	 & 0.025 & 	0.703125	 & 0.015625	 & 0.0822143	 & 0.0104196	 & 0.00828813 \\ 
4.925	 & 0.025 & 	0.734375	 & 0.015625	 & 0.101527	 & 0.0128765	 & 0.0102351 \\ 
4.925	 & 0.025 & 	0.765625	 & 0.015625	 & 0.0868923	 & 0.0143031	 & 0.00875973 \\ 
4.925	 & 0.025 & 	0.796875	 & 0.015625	 & 0.0955964	 & 0.0313006	 & 0.0096372 \\ 
4.925	 & 0.025 & 	0.828125	 & 0.015625	 & 0.196786	 & 0.0754285	 & 0.0198383 \\ 
4.975	 & 0.025 & 	-0.765625	 & 0.046875	 & 0.00600622	 & 0.0045426	 & 0.000608956 \\ 
4.975	 & 0.025 & 	-0.671875	 & 0.046875	 & 0.00471218	 & 0.00184603	 & 0.000477756 \\ 
4.975	 & 0.025 & 	-0.578125	 & 0.046875	 & 0.00484686	 & 0.00159271	 & 0.000491411 \\ 
4.975	 & 0.025 & 	-0.484375	 & 0.046875	 & 0.000897034	 & 0.000519308	 & 9.09481e-05 \\ 
4.975	 & 0.025 & 	-0.390625	 & 0.046875	 & 0.000783302	 & 0.000455365	 & 7.9417e-05 \\ 
4.975	 & 0.025 & 	-0.296875	 & 0.046875	 & 0.00115327	 & 0.000528419	 & 0.000116927 \\ 
4.975	 & 0.025 & 	-0.203125	 & 0.046875	 & 0.00101115	 & 0.000459873	 & 0.000102518 \\ 
4.975	 & 0.025 & 	-0.109375	 & 0.046875	 & 0.000336121	 & 0.00020855	 & 3.40785e-05 \\ 
4.975	 & 0.025 & 	-0.03125	 & 0.03125	 & 0.000402417	 & 0.000289574	 & 4.08e-05 \\ 
4.975	 & 0.025 & 	0.046875	 & 0.015625	 & 0.000757255	 & 0.000540606	 & 7.67762e-05 \\ 
4.975	 & 0.025 & 	0.078125	 & 0.015625	 & 0.00025523	 & 0.00025523	 & 2.58771e-05 \\ 
4.975	 & 0.025 & 	0.109375	 & 0.015625	 & 0.000659755	 & 0.000466617	 & 6.68909e-05 \\ 
4.975	 & 0.025 & 	0.140625	 & 0.015625	 & 0.000294007	 & 0.000294007	 & 2.98086e-05 \\ 
4.975	 & 0.025 & 	0.171875	 & 0.015625	 & 0.00131731	 & 0.000761836	 & 0.000133559 \\ 
4.975	 & 0.025 & 	0.203125	 & 0.015625	 & 0.000911099	 & 0.00064445	 & 9.2374e-05 \\ 
4.975	 & 0.025 & 	0.234375	 & 0.015625	 & 0.000579965	 & 0.000579965	 & 5.88012e-05 \\ 
4.975	 & 0.025 & 	0.265625	 & 0.015625	 & 0.0019461	 & 0.00099819	 & 0.00019731 \\ 
4.975	 & 0.025 & 	0.296875	 & 0.015625	 & 0.000876853	 & 0.000621897	 & 8.89019e-05 \\ 
4.975	 & 0.025 & 	0.328125	 & 0.015625	 & 0.000390136	 & 0.000390136	 & 3.95549e-05 \\ 
4.975	 & 0.025 & 	0.421875	 & 0.015625	 & 0.00165451	 & 0.000955422	 & 0.000167747 \\ 
4.975	 & 0.025 & 	0.453125	 & 0.015625	 & 0.0028519	 & 0.00145254	 & 0.000289147 \\ 
4.975	 & 0.025 & 	0.484375	 & 0.015625	 & 0.00398093	 & 0.00165031	 & 0.000403617 \\ 
4.975	 & 0.025 & 	0.515625	 & 0.015625	 & 0.00877436	 & 0.0026883	 & 0.00088961 \\ 
